CustomerID,Platform,Age,AgeGroup,Gender,Location,AccountAge_Months,SignupDate,PreferredLanguage,SubscriptionType,PaymentMethod,PaymentPlan,RenewalStatus, MonthlyCharges_INR , TotalCharges_INR ,PaymentDelays,FailedPayments,No_of_Subscription-Pauses,Referred_to_Friend,Avg_Monthly_WatchTime,Weekly_WatchedTime,Sessions_PerMonth,Avg_SessionDuration_Mins,No_of_ActiveDays,Last_LoginDate,No_of_InactiveDays,Content_Completion_Rate,Videos_Watched,Genres_Viewed,WatchlistSize,NumDownloads,PlatformFriends,DeviceRegistered,BufferingFrequency,PlaybackErrors,ServiceFailureCount,NetworkType,SupportTicketsPerMonth,SatisfactionScore,NetPromoterScore,ThumbsUp,ThumbsDown,AdEngagementRate_%,ChurnLabel,ChurnReason
CUST00764,JioHotstar,18,18-24,Female,Mumbai,22,2022-03-05,Bengali,Standard,UPI,Monthly,No, ₹ 295.24 ," ₹ 5,604.87 ",0,0,0,No,721  min,167.7  min,21,69.9,6  days,2023-12-31,1  days,75.3  %,38  nos,Drama,20,5,3,Mobile,1,0,1,WiFi,0,3,1,22,5,0,0,N/A
CUST00765,Netflix,30,25-34,Female,Mumbai,53,2019-08-15,Tamil,Premium,UPI,Monthly,Yes, ₹ 487.81 ," ₹ 24,784.65 ",1,0,0,Yes,296  min,68.8  min,31,21.1,11  days,2023-12-24,8  days,64.5  %,38  nos,Thriller,4,8,2,Laptop,4,2,0,4G,0,3,2,1,10,0,0,N/A
CUST00766,Amazon Prime,20,18-24,Male,Kolkata,10,2023-02-18,Marathi,Standard,UPI,Monthly,Yes, ₹ 330.47 ," ₹ 3,294.43 ",0,0,0,No,762  min,177.2  min,3,60.2,5  days,2023-12-17,15  days,80.7  %,31  nos,Sci-Fi,21,8,3,Mobile,10,0,0,4G,1,3,5,17,10,0,0,N/A
CUST00767,Amazon Prime,35,35-44,Female,Ahmedabad,57,2019-04-09,Tamil,Basic,UPI,Monthly,Yes, ₹ 144.64 ," ₹ 7,268.33 ",0,0,0,No,1197  min,278.4  min,8,72.7,13  days,2023-12-31,1  days,57.7  %,39  nos,Horror,10,6,3,Smart TV,2,1,4,4G,1,3,7,32,6,69.2,0,N/A
CUST00768,Amazon Prime,25,25-34,Female,Jaipur,57,2019-04-08,Bengali,Basic,Net Banking,Monthly,Yes, ₹ 175.98 ," ₹ 8,573.55 ",1,0,1,Yes,1369  min,318.4  min,15,44.3,8  days,2023-12-30,2  days,58.4  %,50  nos,Comedy,8,8,0,Smart TV,4,1,0,4G,1,4,3,30,6,21.4,0,N/A
CUST00769,JioHotstar,18,18-24,Female,Mumbai,23,2022-02-10,English,Standard,UPI,Monthly,Yes, ₹ 318.44 ," ₹ 6,593.22 ",0,0,0,No,354  min,82.3  min,15,52.2,14  days,2023-12-10,22  days,45.9  %,39  nos,Drama,9,4,3,Mobile,1,0,0,WiFi,1,2,8,22,12,0,1,Technical Issues
CUST00770,SonyLiv,34,25-34,Male,Lucknow,32,2021-05-12,Kannada,Premium,Credit Card,Monthly,No, ₹ 473.79 ," ₹ 14,253.75 ",0,0,2,No,884  min,205.6  min,21,49.2,11  days,2023-12-30,2  days,63.5  %,12  nos,Documentary,12,5,1,Mobile,3,3,2,3G,1,4,8,35,5,0,0,N/A
CUST00771,SonyLiv,36,35-44,Female,Jaipur,8,2023-04-26,Kannada,Standard,UPI,Quarterly,Yes, ₹ 276.44 ," ₹ 1,934.20 ",2,0,0,Yes,1080  min,251.2  min,31,41.6,20  days,2024-01-01,0  days,39.5  %,51  nos,Romance,15,3,3,Tablet,4,2,0,3G,0,5,7,36,7,0,0,N/A
CUST00772,Netflix,39,35-44,Non-Binary,Bangalore,9,2023-03-11,Marathi,Premium,UPI,Monthly,No, ₹ 463.67 ," ₹ 3,635.62 ",0,1,0,No,687  min,159.8  min,22,51.3,14  days,2023-12-29,3  days,53.6  %,20  nos,Documentary,10,7,4,Mobile,4,2,0,WiFi,0,4,8,11,9,0,1,Infrequent Usage
CUST00773,Amazon Prime,26,25-34,Male,Chennai,59,2019-02-10,Telugu,Standard,Net Banking,Monthly,Yes, ₹ 313.02 ," ₹ 17,846.56 ",1,0,1,Yes,580  min,134.9  min,18,59.9,13  days,2023-12-31,1  days,46.6  %,46  nos,Comedy,0,5,2,Mobile,4,0,0,4G,0,3,6,12,0,0,0,N/A
CUST00774,JioHotstar,19,18-24,Female,Pune,57,2019-04-05,Malayalam,Premium,Net Banking,Monthly,Yes, ₹ 497.52 ," ₹ 27,350.68 ",0,0,2,Yes,529  min,123  min,20,50.4,12  days,2023-12-26,6  days,70.9  %,13  nos,Horror,13,7,0,Tablet,2,1,1,5G,0,3,7,14,8,0,0,N/A
CUST00775,Amazon Prime,23,18-24,Male,Delhi,24,2021-12-22,Malayalam,Premium,Wallet,Monthly,No, ₹ 487.00 ," ₹ 10,247.15 ",0,0,0,Yes,1018  min,236.7  min,21,44.1,16  days,2023-12-23,9  days,71.6  %,68  nos,Horror,21,5,4,Mobile,2,0,0,5G,1,2,6,26,8,0,0,N/A
CUST00776,SonyLiv,29,25-34,Female,Chennai,10,2023-02-23,Malayalam,Basic,UPI,Monthly,Yes, ₹ 181.45 ," ₹ 1,720.34 ",1,0,2,No,945  min,219.8  min,10,25.7,16  days,2023-12-29,3  days,69.1  %,23  nos,Romance,19,11,5,Mobile,1,0,0,4G,2,4,10,31,8,24.7,0,N/A
CUST00777,Netflix,21,18-24,Female,Bangalore,12,2023-01-02,Kannada,Premium,UPI,Monthly,Yes, ₹ 521.19 ," ₹ 5,959.76 ",1,1,0,Yes,1167  min,271.4  min,14,42.8,18  days,2023-12-15,17  days,40.9  %,76  nos,Documentary,8,4,7,Laptop,4,1,0,WiFi,2,4,5,8,3,0,0,N/A
CUST00778,JioHotstar,36,35-44,Male,Ahmedabad,1,2023-11-09,Malayalam,Premium,Debit Card,Monthly,Yes, ₹ 499.59 , ₹ 456.50 ,1,0,0,No,623  min,144.9  min,15,34.9,18  days,2023-12-31,1  days,66  %,0  nos,Drama,11,7,5,Smart TV,5,0,0,5G,0,5,8,18,8,0,0,N/A
CUST00779,Amazon Prime,19,18-24,Male,Hyderabad,58,2019-03-10,Gujarati,Family,UPI,Monthly,Yes, ₹ 629.62 ," ₹ 35,201.18 ",0,0,0,No,652  min,151.6  min,23,5,6  days,2023-12-30,2  days,33.2  %,2  nos,Drama,26,3,1,Mobile,2,0,0,WiFi,0,3,5,27,12,0,0,N/A
CUST00780,JioHotstar,37,35-44,Male,Lucknow,50,2019-11-03,Malayalam,Standard,Credit Card,Monthly,No, ₹ 318.09 ," ₹ 14,616.83 ",1,1,0,Yes,560  min,130.2  min,12,56.7,19  days,2023-12-17,15  days,73.8  %,49  nos,Reality,14,6,4,Laptop,2,0,0,WiFi,0,2,9,25,13,0,1,Content
CUST00781,SonyLiv,42,35-44,Female,Bangalore,21,2022-04-11,Marathi,Standard,Credit Card,Monthly,Yes, ₹ 279.64 ," ₹ 5,089.95 ",1,0,0,No,490  min,114  min,30,61.3,13  days,2023-12-30,2  days,33.4  %,65  nos,Sports,13,4,5,Laptop,3,0,0,WiFi,0,2,6,44,19,0,1,Price
CUST00782,JioHotstar,19,18-24,Female,Pune,19,2022-05-19,Marathi,Family,Net Banking,Monthly,No, ₹ 658.19 ," ₹ 12,195.94 ",0,1,0,No,983  min,228.6  min,22,17.4,30  days,2023-12-31,1  days,70.8  %,16  nos,Sports,23,4,1,Smart TV,4,0,1,WiFi,2,2,3,26,6,0,1,Price
CUST00783,JioHotstar,46,45-54,Female,Delhi,27,2021-10-11,Gujarati,Family,UPI,Annual,No, ₹ 663.82 ," ₹ 16,370.63 ",0,1,0,Yes,1406  min,327  min,6,24.5,13  days,2024-01-01,0  days,54.4  %,48  nos,Romance,18,7,1,Laptop,2,0,0,4G,2,3,5,46,15,0,1,Infrequent Usage
CUST00784,ZEE5,32,25-34,Female,Lucknow,18,2022-06-16,Bengali,Standard,Debit Card,Annual,Yes, ₹ 278.71 ," ₹ 4,301.01 ",0,0,0,No,1224  min,284.7  min,13,32.7,15  days,2023-12-27,5  days,76  %,75  nos,Thriller,21,7,1,Laptop,3,0,1,WiFi,0,4,10,36,9,0,0,N/A
CUST00785,SonyLiv,33,25-34,Male,Mumbai,42,2020-07-12,Kannada,Family,Debit Card,Monthly,Yes, ₹ 670.73 ," ₹ 24,024.16 ",4,0,0,No,999  min,232.3  min,21,26.5,5  days,2023-12-27,5  days,48.2  %,39  nos,Comedy,19,5,3,Mobile,3,0,0,4G,0,2,10,22,14,0,0,N/A
CUST00786,JioHotstar,48,45-54,Male,Chennai,2,2023-10-26,Marathi,Basic,Debit Card,Annual,Yes, ₹ 145.33 , ₹ 267.14 ,0,0,0,No,1047  min,243.5  min,23,24.8,27  days,2023-12-29,3  days,56.4  %,30  nos,Reality,34,6,3,Mobile,3,2,1,WiFi,0,3,3,26,15,69.9,0,N/A
CUST00787,Netflix,21,18-24,Male,Hyderabad,57,2019-04-23,Malayalam,Basic,UPI,Monthly,Yes, ₹ 132.03 ," ₹ 6,588.77 ",2,1,1,No,382  min,88.8  min,27,80.2,6  days,2023-12-31,1  days,73.2  %,54  nos,Documentary,0,4,4,Mobile,3,2,0,5G,0,3,7,23,3,61.9,0,N/A
CUST00788,JioHotstar,30,25-34,Female,Hyderabad,6,2023-06-15,Telugu,Premium,Debit Card,Monthly,No, ₹ 481.33 ," ₹ 2,650.37 ",0,0,0,No,1082  min,251.6  min,26,26.3,18  days,2023-12-29,3  days,55  %,22  nos,Comedy,0,2,3,Smart TV,3,0,2,WiFi,0,3,4,23,7,0,0,N/A
CUST00789,Amazon Prime,30,25-34,Non-Binary,Mumbai,52,2019-09-16,Bengali,Standard,Credit Card,Monthly,No, ₹ 340.79 ," ₹ 15,412.99 ",0,0,1,No,738  min,171.6  min,24,48.5,12  days,2023-12-29,3  days,48.9  %,6  nos,Drama,28,6,5,Mobile,0,1,0,WiFi,2,2,10,53,9,0,0,N/A
CUST00790,JioHotstar,36,35-44,Male,Bangalore,53,2019-08-15,Kannada,Standard,Credit Card,Monthly,No, ₹ 296.93 ," ₹ 14,035.02 ",0,0,0,No,843  min,196  min,21,82.2,17  days,2023-12-30,2  days,56  %,22  nos,Drama,13,7,1,Laptop,3,1,0,4G,0,1,4,42,10,0,0,N/A
CUST00791,JioHotstar,21,18-24,Female,Jaipur,27,2021-09-20,Telugu,Premium,Credit Card,Monthly,No, ₹ 491.25 ," ₹ 12,168.41 ",1,0,2,No,903  min,210  min,8,32.5,9  days,2023-12-22,10  days,64.2  %,18  nos,Comedy,17,5,4,Smart TV,4,0,1,WiFi,1,4,4,18,19,0,0,N/A
CUST00792,SonyLiv,19,18-24,Female,Delhi,27,2021-10-08,Kannada,Family,Credit Card,Quarterly,Yes, ₹ 664.63 ," ₹ 15,626.26 ",0,0,0,No,177  min,41.2  min,33,48.6,19  days,2023-12-29,3  days,70.7  %,44  nos,Drama,35,4,4,Smart TV,4,1,0,4G,0,5,8,36,9,0,0,N/A
CUST00793,Amazon Prime,37,35-44,Male,Lucknow,43,2020-05-30,Malayalam,Premium,Wallet,Monthly,Yes, ₹ 474.36 ," ₹ 19,754.59 ",0,0,0,No,698  min,162.3  min,7,39.1,15  days,2023-12-30,2  days,65.1  %,55  nos,Sports,22,4,3,Tablet,5,1,0,5G,1,3,4,42,7,0,0,N/A
CUST00794,Amazon Prime,20,18-24,Female,Bangalore,33,2021-04-09,Telugu,Standard,UPI,Annual,Yes, ₹ 289.54 ," ₹ 8,782.57 ",1,0,0,Yes,387  min,90  min,2,75.3,15  days,2024-01-01,0  days,51.3  %,43  nos,Reality,39,4,2,Smart TV,1,2,2,WiFi,0,3,7,8,7,0,0,N/A
CUST00795,Amazon Prime,30,25-34,Female,Lucknow,58,2019-03-23,Marathi,Premium,UPI,Monthly,No, ₹ 514.85 ," ₹ 25,694.94 ",0,0,0,No,836  min,194.4  min,22,20.6,23  days,2023-12-24,8  days,68.3  %,44  nos,Documentary,16,4,2,Tablet,6,4,0,3G,1,4,2,42,14,0,0,N/A
CUST00796,Netflix,40,35-44,Male,Kolkata,49,2019-11-27,Gujarati,Basic,Net Banking,Quarterly,Yes, ₹ 154.46 ," ₹ 6,460.19 ",0,0,1,No,1834  min,426.5  min,19,56.7,14  days,2023-12-29,3  days,76.5  %,29  nos,Action,19,4,3,Mobile,1,1,2,WiFi,0,3,6,24,2,46.9,0,N/A
CUST00797,SonyLiv,26,25-34,Male,Jaipur,43,2020-05-23,Malayalam,Standard,UPI,Monthly,Yes, ₹ 337.45 ," ₹ 14,129.95 ",0,0,0,No,1399  min,325.3  min,11,73.4,22  days,2024-01-01,0  days,65.4  %,0  nos,Drama,21,3,1,Laptop,5,0,0,WiFi,0,3,5,28,0,0,0,N/A
CUST00798,Netflix,31,25-34,Male,Ahmedabad,15,2022-09-28,Bengali,Basic,Debit Card,Monthly,No, ₹ 169.60 ," ₹ 2,349.99 ",0,0,0,Yes,268  min,62.3  min,8,46.4,18  days,2023-12-26,6  days,75.6  %,18  nos,Romance,11,3,3,Mobile,3,2,0,4G,0,2,3,8,5,84.4,1,Technical Issues
CUST00799,Netflix,38,35-44,Male,Mumbai,52,2019-08-26,Tamil,Basic,UPI,Monthly,Yes, ₹ 126.39 ," ₹ 5,944.03 ",0,0,0,No,1314  min,305.6  min,27,82.7,14  days,2023-12-29,3  days,63.6  %,38  nos,Comedy,6,4,3,Smart TV,7,3,0,WiFi,2,4,7,36,14,30.3,0,N/A
CUST00800,JioHotstar,45,45-54,Male,Bangalore,11,2023-02-05,Bengali,Premium,UPI,Monthly,No, ₹ 505.86 ," ₹ 5,216.60 ",1,0,1,Yes,1270  min,295.3  min,24,47.1,13  days,2023-12-25,7  days,78.9  %,42  nos,Action,26,4,4,Mobile,5,0,0,4G,1,5,2,21,9,0,0,N/A
CUST00801,ZEE5,25,25-34,Male,Lucknow,12,2022-12-19,Marathi,Standard,Debit Card,Monthly,Yes, ₹ 278.71 ," ₹ 3,032.47 ",1,0,0,No,816  min,189.8  min,22,43.2,21  days,2023-12-31,1  days,37.6  %,45  nos,Comedy,6,7,4,Tablet,4,1,1,4G,3,2,1,27,5,0,0,N/A
CUST00802,Amazon Prime,39,35-44,Female,Delhi,24,2021-12-31,Telugu,Standard,UPI,Monthly,No, ₹ 308.69 ," ₹ 7,174.38 ",0,0,0,No,583  min,135.6  min,27,44.7,0  days,2023-12-25,7  days,49.2  %,53  nos,Horror,10,7,3,Smart TV,2,0,0,4G,0,2,9,36,19,0,0,N/A
CUST00803,Netflix,37,35-44,Female,Jaipur,16,2022-08-22,Telugu,Standard,UPI,Quarterly,No, ₹ 325.03 ," ₹ 4,816.23 ",2,0,0,No,731  min,170  min,21,8.3,6  days,2024-01-01,0  days,49  %,59  nos,Sports,0,5,3,Laptop,3,1,3,4G,1,4,6,37,8,0,1,Financial Constraint
CUST00804,Amazon Prime,25,25-34,Female,Chennai,18,2022-06-26,Tamil,Premium,Debit Card,Monthly,Yes, ₹ 516.21 ," ₹ 8,533.66 ",1,0,0,Yes,843  min,196  min,23,70.5,19  days,2023-12-25,7  days,47  %,60  nos,Reality,19,1,3,Mobile,1,0,0,WiFi,1,5,7,2,11,0,0,N/A
CUST00805,JioHotstar,29,25-34,Female,Bangalore,36,2020-12-27,Bengali,Basic,UPI,Quarterly,Yes, ₹ 145.30 ," ₹ 4,810.46 ",0,1,0,No,0  min,0  min,20,69.5,11  days,2023-12-25,7  days,65.2  %,52  nos,Action,6,2,2,Mobile,4,0,0,4G,0,2,8,16,14,37.7,1,Price
CUST00806,Netflix,36,35-44,Male,Jaipur,41,2020-08-12,Telugu,Standard,UPI,Monthly,Yes, ₹ 300.67 ," ₹ 12,151.78 ",1,0,2,No,559  min,130  min,33,54.4,20  days,2023-12-20,12  days,78.2  %,31  nos,Sci-Fi,13,5,4,Laptop,1,1,1,WiFi,0,2,5,43,16,0,0,N/A
CUST00807,JioHotstar,26,25-34,Male,Mumbai,18,2022-07-05,Kannada,Standard,Credit Card,Monthly,Yes, ₹ 310.56 ," ₹ 5,182.73 ",0,0,0,No,1098  min,255.3  min,17,68.4,18  days,2023-12-31,1  days,56.3  %,27  nos,Romance,20,8,3,Mobile,2,1,1,4G,3,2,6,24,11,0,0,N/A
CUST00808,JioHotstar,35,35-44,Female,Ahmedabad,8,2023-04-18,Tamil,Standard,Credit Card,Annual,Yes, ₹ 281.39 ," ₹ 1,968.54 ",0,0,1,Yes,1111  min,258.4  min,17,61.2,13  days,2023-12-31,1  days,79.5  %,21  nos,Documentary,10,1,6,Laptop,3,0,0,WiFi,0,3,3,25,8,0,0,N/A
CUST00809,Amazon Prime,26,25-34,Female,Bangalore,14,2022-11-01,English,Premium,UPI,Monthly,Yes, ₹ 500.10 ," ₹ 6,508.22 ",0,0,2,Yes,1775  min,412.8  min,32,67.8,21  days,2023-12-25,7  days,64.1  %,24  nos,Romance,14,3,3,Tablet,3,2,2,WiFi,1,4,6,30,8,0,0,N/A
CUST00810,Amazon Prime,36,35-44,Male,Pune,54,2019-07-07,Tamil,Premium,Debit Card,Monthly,No, ₹ 507.44 ," ₹ 27,324.30 ",0,0,1,No,1586  min,368.8  min,11,27.7,20  days,2024-01-01,0  days,54.3  %,29  nos,Documentary,10,6,4,Laptop,4,1,0,WiFi,0,1,2,15,8,0,0,N/A
CUST00811,Amazon Prime,20,18-24,Female,Kolkata,26,2021-11-03,Tamil,Standard,Net Banking,Annual,Yes, ₹ 312.24 ," ₹ 7,275.59 ",0,0,0,No,993  min,230.9  min,18,65.1,0  days,2023-12-27,5  days,29.6  %,44  nos,Documentary,16,9,5,Mobile,4,4,1,5G,0,4,7,6,6,0,0,N/A
CUST00812,Amazon Prime,41,35-44,Female,Bangalore,32,2021-05-11,Bengali,Basic,Net Banking,Monthly,Yes, ₹ 124.09 ," ₹ 3,550.84 ",0,0,0,No,969  min,225.3  min,5,58.4,9  days,2023-12-30,2  days,76.1  %,55  nos,Horror,13,2,2,Smart TV,3,0,1,WiFi,0,3,3,20,7,48,0,N/A
CUST00813,JioHotstar,44,35-44,Female,Lucknow,35,2021-02-05,Malayalam,Premium,UPI,Monthly,Yes, ₹ 493.77 ," ₹ 15,933.14 ",1,0,1,No,1655  min,384.9  min,13,25.3,13  days,2023-12-28,4  days,47.8  %,46  nos,Sci-Fi,6,5,5,Desktop,5,0,1,5G,0,1,4,10,10,0,0,N/A
CUST00814,Amazon Prime,30,25-34,Female,Ahmedabad,18,2022-07-09,Bengali,Family,Debit Card,Monthly,Yes, ₹ 636.43 ," ₹ 10,326.25 ",0,0,0,No,262  min,60.9  min,20,40.2,15  days,2023-12-31,1  days,47.2  %,59  nos,Sci-Fi,0,9,1,Tablet,3,1,1,WiFi,1,3,6,9,10,0,0,N/A
CUST00815,JioHotstar,18,18-24,Male,Pune,57,2019-04-19,Tamil,Premium,Debit Card,Quarterly,Yes, ₹ 492.28 ," ₹ 25,695.60 ",0,0,0,No,976  min,227  min,18,57.5,0  days,2023-12-31,1  days,79.6  %,41  nos,Sports,10,8,4,Laptop,3,2,0,WiFi,1,2,3,35,6,0,0,N/A
CUST00816,Amazon Prime,36,35-44,Male,Delhi,60,2019-01-14,Marathi,Family,Credit Card,Annual,No, ₹ 659.14 ," ₹ 34,890.47 ",0,0,0,No,720  min,167.4  min,21,20.4,10  days,2023-12-26,6  days,75.4  %,78  nos,Thriller,24,4,5,Smart TV,6,1,2,WiFi,2,4,8,24,8,0,0,N/A
CUST00817,JioHotstar,41,35-44,Male,Mumbai,10,2023-02-18,English,Standard,Credit Card,Annual,No, ₹ 279.17 ," ₹ 2,721.21 ",0,1,1,Yes,991  min,230.5  min,21,36.2,20  days,2023-12-10,22  days,77.4  %,41  nos,Sports,26,5,1,Mobile,2,1,4,4G,0,3,1,41,10,0,0,N/A
CUST00818,ZEE5,27,25-34,Female,Hyderabad,54,2019-06-28,Gujarati,Standard,Debit Card,Quarterly,No, ₹ 292.27 ," ₹ 14,753.49 ",0,0,1,No,864  min,200.9  min,18,68.9,5  days,2024-01-01,0  days,83.1  %,43  nos,Drama,36,1,0,Smart TV,3,2,1,4G,0,4,7,19,3,0,0,N/A
CUST00819,Netflix,22,18-24,Female,Lucknow,45,2020-04-10,Telugu,Premium,Net Banking,Monthly,Yes, ₹ 502.50 ," ₹ 20,751.34 ",0,0,1,No,888  min,206.5  min,14,15.5,13  days,2023-12-30,2  days,65.8  %,15  nos,Comedy,7,5,1,Laptop,3,1,0,WiFi,1,2,5,15,7,0,0,N/A
CUST00820,Amazon Prime,28,25-34,Female,Pune,2,2023-10-20,Kannada,Standard,UPI,Annual,Yes, ₹ 299.36 , ₹ 529.14 ,1,0,0,No,456  min,106  min,14,28.7,18  days,2023-12-28,4  days,83.2  %,14  nos,Romance,0,8,4,Tablet,3,1,1,4G,0,4,6,60,4,0,0,N/A
CUST00821,JioHotstar,18,18-24,Female,Chennai,53,2019-08-09,Marathi,Premium,Net Banking,Quarterly,Yes, ₹ 502.27 ," ₹ 23,219.37 ",1,0,1,No,554  min,128.8  min,15,25,15  days,2023-12-27,5  days,66.7  %,39  nos,Drama,17,4,3,Mobile,3,0,1,4G,0,2,3,41,19,0,0,N/A
CUST00822,SonyLiv,41,35-44,Female,Delhi,23,2022-01-31,Marathi,Family,Debit Card,Monthly,Yes, ₹ 627.16 ," ₹ 14,405.21 ",1,0,0,Yes,778  min,180.9  min,18,83.5,20  days,2024-01-01,0  days,40.4  %,15  nos,Thriller,10,8,0,Laptop,6,3,0,WiFi,1,3,7,29,12,0,0,N/A
CUST00823,ZEE5,26,25-34,Male,Pune,2,2023-10-11,Malayalam,Premium,UPI,Monthly,Yes, ₹ 520.67 , ₹ 953.64 ,0,0,1,Yes,652  min,151.6  min,22,49.5,23  days,2023-12-31,1  days,13.7  %,12  nos,Documentary,5,8,2,Smart TV,2,1,1,WiFi,1,4,4,17,5,0,0,N/A
CUST00824,Amazon Prime,43,35-44,Female,Jaipur,9,2023-03-28,Tamil,Premium,UPI,Monthly,Yes, ₹ 490.08 ," ₹ 4,245.11 ",1,1,0,No,1114  min,259.1  min,0,22.7,14  days,2024-01-01,0  days,47.3  %,18  nos,Thriller,15,6,8,Mobile,6,1,0,WiFi,2,1,6,40,8,0,0,N/A
CUST00825,Amazon Prime,32,25-34,Female,Ahmedabad,2,2023-10-30,Hindi,Standard,Credit Card,Annual,Yes, ₹ 305.58 , ₹ 552.52 ,1,0,0,No,1083  min,251.9  min,12,54.4,15  days,2023-12-26,6  days,62.3  %,8  nos,Drama,7,1,1,Smart TV,2,3,2,5G,0,4,6,14,5,0,0,N/A
CUST00826,ZEE5,38,35-44,Male,Pune,60,2019-01-04,Malayalam,Basic,Wallet,Annual,No, ₹ 161.64 ," ₹ 8,309.64 ",0,1,0,No,1207  min,280.7  min,18,74.6,14  days,2024-01-01,0  days,22.6  %,39  nos,Comedy,21,3,5,Smart TV,3,1,0,WiFi,2,3,7,31,6,0,1,Found Alternative
CUST00827,SonyLiv,45,45-54,Male,Chennai,60,2019-01-23,Bengali,Standard,Credit Card,Monthly,Yes, ₹ 307.64 ," ₹ 18,282.01 ",1,2,0,No,980  min,227.9  min,28,54.4,17  days,2024-01-01,0  days,57.3  %,88  nos,Comedy,13,4,4,Mobile,3,0,1,5G,0,3,2,21,5,0,0,N/A
CUST00828,Netflix,27,25-34,Male,Pune,43,2020-05-31,Marathi,Family,UPI,Monthly,No, ₹ 686.12 ," ₹ 26,545.09 ",1,2,0,No,420  min,97.7  min,10,54.7,11  days,2023-12-31,1  days,72.5  %,91  nos,Action,12,6,1,Laptop,3,0,0,WiFi,0,2,7,48,7,0,0,N/A
CUST00829,JioHotstar,25,25-34,Female,Jaipur,12,2022-12-20,Tamil,Basic,Credit Card,Monthly,Yes, ₹ 150.82 ," ₹ 1,556.37 ",0,1,0,No,879  min,204.4  min,24,64.2,23  days,2023-12-22,10  days,59.7  %,30  nos,Sci-Fi,23,3,5,Desktop,1,0,0,5G,4,3,10,32,5,62.7,0,N/A
CUST00830,Netflix,35,35-44,Female,Mumbai,22,2022-03-05,Malayalam,Standard,UPI,Monthly,Yes, ₹ 290.34 ," ₹ 5,779.63 ",0,1,0,No,1112  min,258.6  min,12,7.6,24  days,2023-12-29,3  days,33.7  %,45  nos,Drama,0,4,2,Smart TV,4,1,0,4G,0,2,3,5,1,0,0,N/A
CUST00831,Netflix,18,18-24,Male,Bangalore,55,2019-05-28,Tamil,Basic,UPI,Monthly,Yes, ₹ 129.11 ," ₹ 6,980.60 ",0,0,0,Yes,1228  min,285.6  min,5,46.2,13  days,2024-01-01,0  days,66.1  %,45  nos,Thriller,14,2,3,Mobile,1,3,1,4G,0,4,7,37,4,12.4,0,N/A
CUST00832,JioHotstar,45,45-54,Male,Lucknow,36,2021-01-02,Gujarati,Standard,UPI,Annual,Yes, ₹ 299.52 ," ₹ 9,847.89 ",1,0,1,No,1325  min,308.1  min,14,67,17  days,2024-01-01,0  days,45  %,23  nos,Reality,13,4,1,Laptop,3,2,0,5G,3,2,0,49,3,0,0,N/A
CUST00833,SonyLiv,33,25-34,Female,Chennai,13,2022-11-24,Hindi,Basic,UPI,Annual,Yes, ₹ 145.82 ," ₹ 1,703.02 ",0,1,0,No,961  min,223.5  min,0,28.3,19  days,2023-12-31,1  days,69  %,77  nos,Sci-Fi,14,2,5,Tablet,1,0,2,WiFi,0,2,5,32,0,49.1,0,N/A
CUST00834,ZEE5,20,18-24,Male,Chennai,31,2021-05-18,Bengali,Standard,UPI,Monthly,No, ₹ 303.97 ," ₹ 9,315.49 ",0,0,0,No,471  min,109.5  min,22,38.2,18  days,2023-12-30,2  days,50.8  %,23  nos,Comedy,12,5,3,Mobile,1,0,0,5G,0,3,3,5,15,0,0,N/A
CUST00835,JioHotstar,27,25-34,Female,Hyderabad,53,2019-08-22,Gujarati,Basic,UPI,Monthly,Yes, ₹ 146.44 ," ₹ 7,229.65 ",1,0,1,Yes,846  min,196.7  min,9,7.8,18  days,2023-12-30,2  days,27.2  %,48  nos,Sci-Fi,12,5,1,Laptop,2,1,1,WiFi,1,4,10,30,12,14.1,0,N/A
CUST00836,Netflix,29,25-34,Male,Ahmedabad,30,2021-06-22,Gujarati,Family,UPI,Annual,Yes, ₹ 667.26 ," ₹ 18,208.87 ",0,0,0,No,1027  min,238.8  min,25,77.8,1  days,2023-12-26,6  days,65.5  %,46  nos,Sports,21,6,3,Mobile,2,0,1,5G,1,4,1,24,1,0,0,N/A
CUST00837,Netflix,25,25-34,Female,Hyderabad,36,2020-12-21,Tamil,Standard,Debit Card,Monthly,Yes, ₹ 248.90 ," ₹ 8,341.40 ",0,0,2,No,1146  min,266.5  min,27,37.9,9  days,2023-12-31,1  days,95.2  %,76  nos,Sports,9,8,0,Mobile,3,1,1,WiFi,0,4,7,22,5,0,0,N/A
CUST00838,JioHotstar,27,25-34,Female,Chennai,58,2019-03-12,Tamil,Standard,Wallet,Monthly,Yes, ₹ 281.02 ," ₹ 13,973.87 ",1,0,0,No,882  min,205.1  min,21,70.9,15  days,2024-01-01,0  days,64.3  %,43  nos,Documentary,15,3,0,Mobile,4,0,0,5G,3,4,8,0,6,0,0,N/A
CUST00839,ZEE5,41,35-44,Male,Bangalore,50,2019-11-16,Bengali,Basic,UPI,Quarterly,Yes, ₹ 125.64 ," ₹ 6,209.49 ",1,1,2,No,956  min,222.3  min,23,29.9,9  days,2023-12-28,4  days,92.6  %,50  nos,Drama,1,2,7,Mobile,3,1,0,WiFi,1,2,6,33,1,56.9,1,Financial Constraint
