show_id,title,type,platform,primary_genre,genres,director,cast,country,language,release_year,date_added,rating,duration,duration_minutes,num_seasons,num_episodes,imdb_rating,rotten_tomatoes_score,imdb_votes,budget_million_usd,production_company,awards_won,hours_watched_million,description
s11848,Paradox,Movie,Amazon Prime Video,Drama,"Drama, Sci-Fi, Fantasy",Denis Prince-Bythewood,"Angelina Jolie, Florence Pugh, Ranbir Kapoor, Zendaya, Shah Rukh Khan",South Korea,Korean,2006,2008-05-10,PG-13,133 min,133.0,,,5.7,47,36662,14.5,Netflix Studios,0,55,"As a mysterious disappearance unfolds, criminal discovers a hidden truth."
s11849,The Last Light,Movie,Amazon Prime Video,Comedy,"Comedy, Romance",Gina Fincher,"Nicole Kidman, Tilda Swinton",India,Hindi,2022,2024-10-25,R,103 min,103.0,,,9.0,91,12612,31.3,Excel Entertainment,0,28,A artist accidentally a shocking revelation and hilarity ensues.
s11850,In the Heart of Winter,Movie,Netflix,Action,"Action, Crime",Pedro Joon-ho,"Millie Bobby Brown, Tilda Swinton, IU, Noah Schnapp",United States,English,2017,2020-04-06,PG-13,121 min,121.0,,,8.5,99,19583,91.9,Excel Entertainment,0,44,"After an old friend returning, teacher seeks revenge against the very government he served."
s11851,The Sandman,TV Show,Amazon Prime Video,Thriller,"Thriller, Talk Show",Anurag Hirani,"Lupita Nyong'o, Denzel Washington",United States,English,2008,2008-09-17,TV-MA,1 Season,,1.0,10.0,6.3,77,1548,,Lionsgate,0,3,"When journalist witnesses a crime, they become the target of the very government he served."
s11852,The Crown,TV Show,Hulu,Reality TV,"Reality TV, Sports",,"Gong Yoo, Tilda Swinton, Florence Pugh, Cate Blanchett",United States,English,2003,2007-10-12,TV-14,3 Seasons,,3.0,24.0,6.0,66,1173,,Bad Robot,0,2,"As a mysterious disappearance unfolds, doctor discovers his true identity."
s11853,The Last Light,Movie,Disney+,Drama,"Drama, Sci-Fi",Zoya Kore-eda,"Noah Schnapp, Ranveer Singh, Léa Seydoux, Deepika Padukone",Canada,English,2017,2017-06-11,R,96 min,96.0,,,6.4,68,33633,19.4,Blumhouse,0,57,"As a deadly accident unfolds, soldier discovers a hidden truth."
s11854,Midnight,Movie,Hulu,Documentary,Documentary,Pedro Fincher,"Ken Watanabe, Cate Blanchett, Angelina Jolie",United Kingdom,English,2023,2023-06-16,PG,112 min,112.0,,,7.7,90,14366,6.1,Red Chillies Entertainment,0,28,The true story of an old friend returning and the people who lived it.
s11855,The Last Journey,Movie,Amazon Prime Video,Animation,Animation,,"Oscar Isaac, Tilda Swinton, Hiroyuki Sanada, Nicole Kidman",South Korea,Korean,2017,2020-11-23,PG-13,103 min,103.0,,,7.6,78,252844,23.4,Walt Disney Pictures,0,376,"When artist loses everything, they embark on a journey to find redemption."
s11856,The Last Kingdom,Movie,HBO Max,Thriller,Thriller,Chloé Almodóvar,"Aamir Khan, Antonio Banderas, Ranveer Singh",United States,English,2022,2022-06-25,R,70 min,70.0,,,6.9,90,128247,8.3,Pixar,0,240,"When musician witnesses a crime, they become the target of the very government he served."
s11857,Money Heist,TV Show,Netflix,Mystery,Mystery,Gina DuVernay,"Ranveer Singh, Kim Soo-hyun, Penélope Cruz, Jennifer Lawrence",India,Hindi,2013,2014-08-20,TV-PG,1 Season,,1.0,22.0,6.4,68,11298,,Studio Ghibli,0,21,A criminal must confront moral dilemmas while discovering who he truly is.
s11858,The Astronaut,Movie,HBO Max,Action,Action,,"Kareena Kapoor, Ryan Reynolds, Timothée Chalamet, Antonio Banderas, Alia Bhatt",Brazil,Portuguese,2010,2010-03-22,PG-13,147 min,147.0,,,7.9,75,82433,15.9,MAPPA,8,191,"After a mysterious disappearance, mother seeks revenge against the very government he served."
s11859,The Diplomat: Legacy,TV Show,Apple TV+,Talk Show,Talk Show,,"Ranbir Kapoor, Park Seo-joon, Penélope Cruz, Meryl Streep, Javier Bardem",United States,English,2012,2012-04-01,TV-PG,1 Season,,1.0,8.0,9.4,97,1167,,Sony Pictures,3,0,"As an old friend returning unfolds, soldier discovers a family conspiracy."
s11860,The Last Summer,Movie,Netflix,Drama,Drama,Bong Gerwig,"Penélope Cruz, Meryl Streep, Deepika Padukone, Ryan Reynolds, Masami Nagasawa",United States,English,2023,2024-12-26,Not Rated,107 min,107.0,,,6.0,60,529694,13.8,Amblin Entertainment,0,520,A artist must confront moral dilemmas while trying to save those he loves.
s11861,Kingdom,TV Show,Amazon Prime Video,Comedy,Comedy,,"Priyanka Chopra, Viola Davis, Idris Elba, Tom Hanks, Zendaya",India,Hindi,2017,2018-11-26,TV-14,2 Seasons,,2.0,20.0,7.9,86,2364,,20th Century Studios,2,5,teacher must navigate the chaos of suburban life.
s11862,When the Stars Fall,Movie,Disney+,Crime,"Crime, Musical, Sci-Fi",Ryan Blanchett,"Will Smith, Leonardo DiCaprio, Nicole Kidman, Alia Bhatt, Denzel Washington",South Korea,Korean,2024,2026-08-08,PG-13,86 min,86.0,,,6.9,61,53541,9.7,T-Series,0,104,A scientist must confront impossible odds while risking everything.
s11863,The White Lotus,TV Show,Amazon Prime Video,Comedy,"Comedy, Documentary, Thriller",Pedro Coppola,"Denzel Washington, Antonio Banderas, IU, Pedro Pascal",United States,English,2013,2014-02-20,TV-14,2 Seasons,,2.0,12.0,7.2,65,36663,,Sony Pictures,0,52,"When criminal meets a stranger, their lives turn upside down."
s11864,Money Heist,TV Show,Netflix,Crime,"Crime, Documentary",Alfonso Scorsese,"Cate Blanchett, Kim Soo-hyun, Lupita Nyong'o",United States,English,1981,1981-07-17,TV-14,3 Seasons,,3.0,30.0,7.1,68,124635,,Focus Features,1,176,"When journalist loses everything, they embark on a journey to rebuild her life."
s11865,In the Depths of Night,Movie,Netflix,Drama,"Drama, Comedy",Alfonso Bigelow,"Denzel Washington, Angelina Jolie, Margot Robbie, Sakura Ando",Japan,Japanese,2012,2012-04-28,G,121 min,121.0,,,5.5,54,47730,25.8,Apple Studios,0,19,A musician must confront family secrets while trying to save those he loves.
s11866,The Last Witness,Movie,Amazon Prime Video,Crime,Crime,,"Viola Davis, Robert De Niro, Daniel Craig",United States,English,1987,1988-02-18,PG-13,137 min,137.0,,,7.4,70,5992,30.2,DreamWorks,0,10,A scientist must confront impossible odds while discovering who he truly is.
s11867,The Last Witness,Movie,HBO Max,Drama,"Drama, Musical",Barry del Toro,"Margot Robbie, Viola Davis, Deepika Padukone, Paul Mescal",Canada,English,2026,2026-08-08,R,102 min,102.0,,,6.2,68,579,3.9,Amblin Entertainment,0,0,"As a shocking revelation unfolds, teacher discovers a family conspiracy."
s11868,Succession,TV Show,JioCinema,Drama,"Drama, Sci-Fi",Christopher von Trier,"Robert De Niro, Florence Pugh, Ranbir Kapoor",India,Hindi,2023,2026-05-25,TV-G,1 Season,,1.0,10.0,6.6,66,4921,,Bad Robot,0,9,"When journalist loses everything, they embark on a journey to find redemption."
s11869,The Night Agent,TV Show,Netflix,Comedy,"Comedy, Kids, Crime",,"Jun Ji-hyun, Tom Hanks, Tilda Swinton, Ryan Reynolds",South Korea,Korean,2011,2011-11-06,TV-MA,2 Seasons,,2.0,16.0,4.1,41,4889,,Universal Pictures,0,6,"When soldier meets a mysterious woman, their lives turn upside down."
s11870,The Last Summer,Movie,HBO Max,Comedy,Comedy,James Akhtar,"Ayaka Miyoshi, Will Smith, Robert De Niro, Léa Seydoux, Vicky Kaushal",Japan,Japanese,2021,2021-08-25,PG-13,104 min,104.0,,,8.4,93,1341,16.3,Blumhouse,0,3,"When artist meets a mysterious woman, their lives turn upside down."
s11871,The Sandman: Origins,TV Show,Netflix,Drama,Drama,,"Cate Blanchett, Sakura Ando, Hiroyuki Sanada, Robert De Niro",South Korea,Korean,2020,2023-09-01,TV-MA,1 Season,,1.0,12.0,9.8,98,3276,,Marvel Studios,0,2,A artist must confront family secrets while trying to save those he loves.
s11872,Only Murders,TV Show,Amazon Prime Video,Documentary,"Documentary, Thriller",Chloé Kashyap,"Aamir Khan, Cate Blanchett, Vicky Kaushal, Gong Yoo",United Kingdom,English,2021,2026-03-15,TV-Y,3 Seasons,,3.0,48.0,7.6,82,6007,,Illumination,0,6,An investigation into art heist that shook the world.
s11873,The Conductor,Movie,Amazon Prime Video,Drama,Drama,Alfonso Almodóvar,"Tom Hanks, Penélope Cruz",India,Hindi,1999,2004-12-26,PG,130 min,130.0,,,5.7,62,260,13.5,Focus Features,0,0,A musician must confront personal demons while risking everything.
s11874,The Morning Show,TV Show,Amazon Prime Video,Comedy,Comedy,,"Noah Schnapp, Hiroyuki Sanada, Nicole Kidman, Priyanka Chopra",United States,English,2025,2026-10-27,TV-PG,4 Seasons,,4.0,32.0,7.6,78,20637,,Studio Ghibli,0,15,musician must navigate the chaos of suburban life.
s11875,Beyond Shadows,Movie,Amazon Prime Video,Animation,Animation,Ava Peele,"Daniel Craig, Ken Watanabe, Denzel Washington, Oscar Isaac, Dwayne Johnson",Indonesia,Indonesian,2024,2026-04-08,R,76 min,76.0,,,6.0,73,843,46.9,Ghibli,0,1,"When journalist loses everything, they embark on a journey to rebuild her life."
s11876,The Lincoln Lawyer,TV Show,Amazon Prime Video,Anime,"Anime, Drama, Reality TV",Steven Zhao,"Jenna Ortega, Leonardo DiCaprio, Paul Mescal, Noah Schnapp",United Kingdom,English,2024,2026-07-02,TV-PG,2 Seasons,,2.0,20.0,8.6,76,196981,,MRC,0,415,A teacher must confront impossible odds while trying to save those he loves.
s11877,The Astronaut,Movie,Hulu,Action,Action,Taika Peele,"Noah Schnapp, Brad Pitt, Oscar Isaac, Gong Yoo",United States,English,2020,2021-05-17,PG,94 min,94.0,,,8.9,89,821,49.0,Walt Disney Pictures,0,1,criminal must stop a shadowy organization before trying to save those he loves.
s11878,When Love Breaks,Movie,Paramount+,Comedy,"Comedy, Thriller",Pedro Gerwig,"Jennifer Lawrence, Timothée Chalamet, Pedro Pascal, Song Kang-ho",South Korea,Korean,2018,2019-06-08,PG-13,113 min,113.0,,,5.8,49,1195,15.5,Lucasfilm,0,2,"When journalist meets a mysterious woman, their lives turn upside down."
s11879,A Broken Promise,Movie,Amazon Prime Video,Drama,Drama,Denis Almodóvar,"Brad Pitt, Deepika Padukone",United States,English,1995,1995-07-04,R,168 min,168.0,,,5.5,61,2822,14.5,Pixar,0,2,"When mother loses everything, they embark on a journey to rebuild her life."
s11880,The White Lotus,TV Show,Peacock,Drama,"Drama, Reality TV",Martin Cuarón,"Hiroyuki Sanada, Kareena Kapoor, Gong Yoo, Sakura Ando",United States,English,2022,2024-05-16,TV-PG,1 Season,,1.0,10.0,8.0,81,224117,,Lucasfilm,0,508,"As a deadly accident unfolds, teacher discovers a hidden truth."
s11881,The Cartographer,Movie,Amazon Prime Video,Thriller,"Thriller, Documentary",Jordan Blanchett,"Vicky Kaushal, Park Seo-joon, Brad Pitt, Will Smith, Priyanka Chopra",United States,English,1985,1990-10-06,R,91 min,91.0,,,5.9,53,187206,3.6,A24,0,166,A series of strange events leads journalist into a deadly game.
s11882,When You Return,Movie,Hulu,Adventure,"Adventure, Documentary",James Scorsese,"Park Seo-joon, Alia Bhatt, Hiroyuki Sanada, Tom Hanks, Timothée Chalamet",United Kingdom,English,2013,2018-10-22,PG-13,128 min,128.0,,,7.6,69,1729,10.6,CJ Entertainment,2,0,"When criminal loses everything, they embark on a journey to uncover the truth."
s11883,A Distant Memory,Movie,Netflix,Romance,"Romance, Mystery",Bong Gerwig,"Denzel Washington, Leonardo DiCaprio, Léa Seydoux",United States,English,2024,2026-12-28,PG,99 min,99.0,,,6.6,55,3148,22.2,Warner Bros,0,2,"A artist falls for a stranger, but their worlds couldn't be more different."
s11884,Between Two Worlds,Movie,Amazon Prime Video,Comedy,"Comedy, War",Hirokazu Joon-ho,"Emma Thompson, Sakura Ando, Marion Cotillard, Kim Soo-hyun",India,Hindi,2023,2024-01-10,Not Rated,108 min,108.0,,,7.7,77,319,33.4,Universal Pictures,0,0,A artist accidentally an old friend returning and hilarity ensues.
s11885,In the Depths of Night,Movie,Netflix,Comedy,"Comedy, Animation, Romance",Steven Kore-eda,"Denzel Washington, Sakura Ando, Shah Rukh Khan, Viola Davis, Daniel Craig",United Kingdom,English,2012,2012-05-04,PG-13,75 min,75.0,,,6.7,60,2476,11.9,Netflix Studios,0,2,"When mother meets a stranger, their lives turn upside down."
s11886,The Oracle,Movie,Netflix,Drama,"Drama, Horror",Martin Coppola,"Lupita Nyong'o, Zendaya, Nicole Kidman, Daniel Craig, Marion Cotillard",United States,English,2023,2024-02-14,PG-13,129 min,129.0,,,6.3,60,64643,10.6,20th Century Studios,0,85,"As an old friend returning unfolds, journalist discovers a family conspiracy."
s11887,Midnight,Movie,Netflix,Drama,"Drama, Crime",Sofia DuVernay,"Ranveer Singh, Nicole Kidman, Penélope Cruz, Javier Bardem",Philippines,Tagalog,2010,2010-02-04,PG-13,102 min,102.0,,,6.8,74,102679,2.1,Ghibli,0,133,"When mother loses everything, they embark on a journey to find redemption."
s11888,Between Us,Movie,Disney+,Crime,"Crime, Comedy",,"Penélope Cruz, Millie Bobby Brown, Javier Bardem, Gong Yoo",India,Hindi,1983,1987-02-20,R,105 min,105.0,,,5.4,58,109650,14.4,Yash Raj Films,0,69,A mother must confront personal demons while discovering who he truly is.
s11889,A Fragile Heart,Movie,Netflix,War,"War, Adventure",Anurag Blanchett,"Zendaya, Idris Elba, Angelina Jolie, Kareena Kapoor, Leonardo DiCaprio",United States,English,2024,2025-09-08,PG-13,121 min,121.0,,,6.3,74,13789,9.7,Amazon MGM Studios,0,16,A teacher must confront personal demons while risking everything.
s11890,Squid Game: Return,TV Show,Paramount+,Drama,Drama,Greta Coogler,"Idris Elba, Léa Seydoux, Jennifer Lawrence, Timothée Chalamet, Nicole Kidman",United States,English,2000,2000-08-09,TV-14,3 Seasons,,3.0,30.0,5.9,41,1090,,Netflix Studios,0,1,"When soldier loses everything, they embark on a journey to uncover the truth."
s11891,Beyond Reality,Movie,Disney+,Action,"Action, Horror",Taika Cameron,"Margot Robbie, Cate Blanchett",United States,English,2015,2015-07-01,PG,119 min,119.0,,,6.7,75,10385,42.5,Lucasfilm,0,10,"After a shocking revelation, detective seeks revenge against a shadowy organization."
s11892,Ted Lasso,TV Show,Netflix,Drama,"Drama, Comedy",,"Shah Rukh Khan, Masami Nagasawa, Daniel Craig, Angelina Jolie, Will Smith",United States,English,1995,1995-12-09,TV-PG,2 Seasons,,2.0,16.0,7.6,80,405,,Sony Pictures,0,0,"When journalist loses everything, they embark on a journey to find redemption."
s11893,The Crown,TV Show,Netflix,Reality TV,"Reality TV, Sci-Fi, Talk Show",,"Leonardo DiCaprio, Cate Blanchett, Tilda Swinton",France,French,2012,2013-05-21,TV-G,1 Season,,1.0,6.0,4.7,46,30585,,Blumhouse,0,13,"As an old friend returning unfolds, scientist discovers a family conspiracy."
s11894,The Recruit,TV Show,Paramount+,Reality TV,Reality TV,,"Noah Schnapp, Denzel Washington, Emma Thompson, Gong Yoo, Alia Bhatt",Denmark,Danish,2021,2024-07-24,TV-14,3 Seasons,,3.0,48.0,6.3,79,8959,,Studio Ghibli,0,13,"When soldier loses everything, they embark on a journey to find redemption."
s11895,When Love Breaks,Movie,Paramount+,Adventure,"Adventure, Documentary",Denis Scorsese,"Dwayne Johnson, Robert De Niro, Kareena Kapoor",South Korea,Korean,2018,2020-10-10,PG-13,107 min,107.0,,,6.5,59,59425,27.1,A24,0,121,A journalist must confront personal demons while trying to save those he loves.
s11896,When Night Comes,Movie,Hulu,Comedy,"Comedy, Thriller, Adventure",Chloé Zhao,"Robert De Niro, Ayaka Miyoshi",Japan,Japanese,2024,2024-07-18,PG,148 min,148.0,,,8.8,88,203651,5.1,Legendary Pictures,1,157,A journalist accidentally an old friend returning and hilarity ensues.
s11897,Reacher: Revenge,TV Show,Hulu,Crime,"Crime, Mystery",,"Zendaya, Noah Schnapp, Denzel Washington",United States,English,1999,1999-06-16,TV-PG,4 Seasons,,4.0,40.0,8.3,99,1011,,Ghibli,0,1,"When detective loses everything, they embark on a journey to uncover the truth."
s11898,The Last Whisper,Movie,Hulu,Action,"Action, Animation",Chloé Hirani,"Viola Davis, Alia Bhatt",Germany,German,2025,2025-01-16,R,119 min,119.0,,,6.1,67,216,37.0,Bad Robot,0,0,"After a shocking revelation, journalist seeks revenge against the very government he served."
s11899,The Sandman,TV Show,Hulu,Thriller,"Thriller, Sports",Denis Cuarón,"Ranbir Kapoor, Shah Rukh Khan",United States,English,2026,2026-03-18,TV-14,1 Season,,1.0,10.0,6.9,59,1685,,CJ Entertainment,0,1,"When musician witnesses a crime, they become the target of a ruthless crime lord."
s11900,The Crown: Uprising,TV Show,Netflix,Drama,"Drama, Game Show, Crime",,"Dwayne Johnson, Robert De Niro, Cate Blanchett, Noah Schnapp, Lupita Nyong'o",Italy,Italian,2019,2024-10-22,TV-MA,1 Season,,1.0,10.0,8.3,88,6034,,T-Series,0,5,"As a deadly accident unfolds, criminal discovers a family conspiracy."
s11901,The Recruit,TV Show,Disney+,Comedy,"Comedy, Game Show",,"IU, Viola Davis",France,French,2026,2026-08-08,TV-14,3 Seasons,,3.0,36.0,6.9,84,1070,,Apple Studios,0,2,"When mother meets a charming stranger, their lives turn upside down."
s11902,Peaky Blinders,TV Show,Disney+,Kids,Kids,Martin Kurosawa,"Lupita Nyong'o, Marion Cotillard, Robert De Niro",United Kingdom,English,2026,2026-11-28,Not Rated,2 Seasons,,2.0,20.0,6.8,62,1539,,Lucasfilm,0,3,A artist must confront family secrets while discovering who he truly is.
s11903,Labyrinth,Movie,Netflix,Thriller,Thriller,Lars Joon-ho,"Antonio Banderas, Sakura Ando, Viola Davis",Brazil,Portuguese,2013,2013-08-19,PG-13,58 min,58.0,,,8.4,88,21173,1.8,Netflix Studios,1,17,A series of murders leads soldier into a deadly game.
s11904,Beyond the Horizon,Movie,Peacock,Action,Action,Rajkumar Akhtar,"Ranveer Singh, Lupita Nyong'o",Turkey,Turkish,2017,2020-04-22,PG-13,158 min,158.0,,,5.1,65,12503,15.7,Red Chillies Entertainment,0,17,criminal must stop a shadowy organization before trying to save those he loves.
s11905,Fallout: Revenge,TV Show,Peacock,Drama,"Drama, Comedy",Akira Villeneuve,"Noah Schnapp, Ayaka Miyoshi, Oscar Isaac, Amitabh Bachchan",United States,English,2006,2006-03-11,TV-MA,4 Seasons,,4.0,32.0,6.9,71,96089,,Excel Entertainment,0,197,A artist must confront personal demons while discovering who he truly is.
s11906,The Last Witness,Movie,Peacock,Sci-Fi,Sci-Fi,Akira Blanchett,"Jenna Ortega, Florence Pugh, Amitabh Bachchan, Scarlett Johansson",Mexico,Spanish,2020,2023-07-20,NC-17,115 min,115.0,,,7.7,73,25694,12.6,Bad Robot,0,33,A breakthrough in genetic engineering leads to unforeseen consequences.
s11907,Labyrinth,Movie,Netflix,Fantasy,"Fantasy, Musical",Quentin Joon-ho,"Jenna Ortega, Robert De Niro, Marion Cotillard, Kareena Kapoor",India,Hindi,2025,2026-03-15,Not Rated,86 min,86.0,,,6.2,53,3418,30.5,Amazon MGM Studios,0,4,A soldier must confront his past while trying to save those he loves.
s11908,Money Heist,TV Show,Disney+,Crime,"Crime, Talk Show",Ava Joon-ho,"Vicky Kaushal, Amitabh Bachchan, Brad Pitt",United States,English,2020,2020-12-19,TV-MA,6 Seasons,,6.0,132.0,7.9,82,1571,,MAPPA,0,1,"When detective loses everything, they embark on a journey to find redemption."
s11909,Ted Lasso,TV Show,Disney+,Comedy,Comedy,Denis Bigelow,"Paul Mescal, Jenna Ortega, Park Seo-joon",United States,English,2018,2018-09-27,TV-14,4 Seasons,,4.0,48.0,8.8,96,5498,,A24,1,13,soldier must navigate the chaos of corporate America.
s11910,The Sandman,TV Show,Apple TV+,Comedy,Comedy,Greta del Toro,"Millie Bobby Brown, Song Kang-ho, Angelina Jolie, Meryl Streep",United States,English,1984,1985-04-16,TV-PG,1 Season,,1.0,6.0,6.7,62,12791,,A24,1,8,A teacher accidentally an old friend returning and hilarity ensues.
s11911,The Empress,TV Show,HBO Max,Drama,Drama,James Waititi,"Denzel Washington, Gong Yoo, Tilda Swinton, Alia Bhatt",United States,English,2024,2025-12-16,TV-14,5 Seasons,,5.0,60.0,7.2,63,203,,Lucasfilm,0,0,A soldier must confront personal demons while trying to save those he loves.
s11912,In the Name of Love,Movie,Netflix,Action,"Action, Comedy, Thriller",Akira Gerwig,"Angelina Jolie, Cate Blanchett",Thailand,Thai,2025,2025-09-06,PG-13,94 min,94.0,,,5.5,53,6462,34.7,Lionsgate,0,7,A former assassin is pulled back into action when a mysterious disappearance.
s11913,The Witcher,TV Show,Amazon Prime Video,Comedy,"Comedy, Kids",,"Dwayne Johnson, Noah Schnapp",Indonesia,Indonesian,2021,2026-04-28,TV-14,1 Season,,1.0,16.0,7.1,81,614,,MRC,0,1,A scientist accidentally a mysterious disappearance and hilarity ensues.
s11914,Stranger Things,TV Show,Apple TV+,Talk Show,"Talk Show, Game Show",,"Idris Elba, Léa Seydoux",Spain,Spanish,2023,2026-12-21,TV-14,5 Seasons,,5.0,80.0,7.9,78,470,,MAPPA,0,0,"When artist loses everything, they embark on a journey to rebuild her life."
s11915,The Conductor,Movie,Netflix,Sci-Fi,Sci-Fi,Lars Prince-Bythewood,"Idris Elba, Millie Bobby Brown",United States,English,2023,2024-05-21,PG-13,126 min,126.0,,,5.8,64,3174,44.0,Lucasfilm,0,6,A breakthrough in time travel leads to unforeseen consequences.
s11916,The Recruit,TV Show,Hulu,Comedy,Comedy,Zoya Kore-eda,"Cate Blanchett, Priyanka Chopra, Jenna Ortega, Noah Schnapp, Aamir Khan",Sweden,Swedish,2023,2026-01-05,TV-MA,2 Seasons,,2.0,32.0,6.2,61,15716,,Focus Features,0,24,musician must navigate the chaos of parenthood.
s11917,Mr. Robot,TV Show,Netflix,Anime,"Anime, Thriller",Jordan Tarantino,"Margot Robbie, Tom Hanks",France,French,2017,2017-02-06,TV-MA,1 Season,,1.0,6.0,6.8,72,165445,,Red Chillies Entertainment,0,309,A detective must confront impossible odds while discovering who he truly is.
s11918,Resurrection,Movie,Netflix,Drama,"Drama, Horror",Sofia Gerwig,"Gong Yoo, Priyanka Chopra, Tom Hanks, Song Kang-ho, Ranbir Kapoor",Indonesia,Indonesian,2020,2020-01-15,PG-13,114 min,114.0,,,5.7,50,35645,3.6,Dharma Productions,0,40,A musician must confront personal demons while discovering who he truly is.
s11919,The Witcher: Legacy,TV Show,Netflix,Drama,"Drama, Sci-Fi",,"Park Seo-joon, Aamir Khan, Emma Thompson, Viola Davis, Kim Soo-hyun",United States,English,2019,2024-06-18,TV-14,1 Season,,1.0,10.0,8.3,76,2181,,Blumhouse,3,4,"As a shocking revelation unfolds, musician discovers a family conspiracy."
s11920,Ted Lasso,TV Show,Disney+,Thriller,"Thriller, Crime",Bong Zhao,"Noah Schnapp, Idris Elba, Jenna Ortega, Nicole Kidman, Aamir Khan",Turkey,Turkish,2026,2026-02-25,TV-Y,2 Seasons,,2.0,12.0,6.1,73,15478,,Bad Robot,0,38,A teacher uncovers a dark secret about government.
s11921,A Quiet Place,Movie,Amazon Prime Video,Horror,"Horror, Drama",Pedro Spielberg,"Gong Yoo, Jun Ji-hyun, Antonio Banderas",United States,English,2016,2016-11-06,PG-13,103 min,103.0,,,5.0,42,421130,12.8,T-Series,0,667,A government stalks the residents of a small town.
s11922,Between Lives,Movie,Amazon Prime Video,Musical,"Musical, Animation",Greta Kashyap,"Shah Rukh Khan, Will Smith, Denzel Washington",India,Hindi,2019,2023-02-04,R,105 min,105.0,,,6.6,62,2232,14.1,Focus Features,1,1,"When journalist loses everything, they embark on a journey to rebuild her life."
s11923,The Morning Show,TV Show,Netflix,Anime,"Anime, Reality TV",,"Penélope Cruz, Jun Ji-hyun, Kim Soo-hyun, Marion Cotillard",Italy,Italian,2013,2015-11-17,TV-MA,4 Seasons,,4.0,40.0,5.5,63,330039,,Skydance Media,0,110,A teacher must confront family secrets while risking everything.
s11924,In the Name of Love,Movie,Netflix,Comedy,Comedy,Pedro DuVernay,"IU, Masami Nagasawa, Ayaka Miyoshi",India,Hindi,2017,2018-06-25,PG-13,121 min,121.0,,,7.0,62,24723,37.6,T-Series,0,22,"When mother meets a stranger, their lives turn upside down."
s11925,The Empress,TV Show,Peacock,Thriller,"Thriller, Reality TV",,"Denzel Washington, Song Kang-ho, Tom Hanks, Timothée Chalamet, Marion Cotillard",Mexico,Spanish,2012,2012-06-13,TV-14,1 Season,,1.0,22.0,7.5,80,1605,,Walt Disney Pictures,0,1,"When musician witnesses a crime, they become the target of a ruthless crime lord."
s11926,The White Lotus,TV Show,Netflix,Talk Show,Talk Show,Pedro Almodóvar,"Angelina Jolie, IU",Germany,German,2022,2022-07-27,TV-14,3 Seasons,,3.0,36.0,6.3,63,324,,Warner Bros,0,0,"When scientist loses everything, they embark on a journey to rebuild her life."
s11927,The Diplomat,TV Show,Disney+,Drama,"Drama, Sci-Fi",,"Kareena Kapoor, Paul Mescal, Deepika Padukone, Park Seo-joon",United States,English,2026,2026-11-14,TV-MA,2 Seasons,,2.0,24.0,7.6,73,837,,Marvel Studios,1,0,"When mother loses everything, they embark on a journey to rebuild her life."
s11928,The Recruit,TV Show,HBO Max,Sci-Fi,"Sci-Fi, Documentary, Mystery",,"Jenna Ortega, Ayaka Miyoshi, Amitabh Bachchan, Shah Rukh Khan",United States,English,2021,2021-03-22,TV-14,2 Seasons,,2.0,12.0,6.7,78,1277,,MAPPA,2,2,A breakthrough in genetic engineering leads to unforeseen consequences.
s11929,When Love Breaks,Movie,Netflix,Mystery,Mystery,James Jenkins,"Javier Bardem, Daniel Craig, Noah Schnapp, Priyanka Chopra",South Korea,Korean,2017,2017-04-01,R,79 min,79.0,,,7.7,79,48741,45.0,Legendary Pictures,0,56,"As a deadly accident unfolds, doctor discovers a family conspiracy."
s11930,Peaky Blinders,TV Show,Netflix,Kids,"Kids, Thriller",,"Millie Bobby Brown, Scarlett Johansson, Kim Soo-hyun",United States,English,2001,2006-08-16,TV-PG,1 Season,,1.0,12.0,7.7,73,731,,Red Chillies Entertainment,0,1,"When scientist loses everything, they embark on a journey to rebuild her life."
s11931,A Broken Promise,Movie,Amazon Prime Video,Documentary,"Documentary, Horror",Sofia Almodóvar,"Florence Pugh, Margot Robbie",United States,English,2001,2004-12-13,PG-13,94 min,94.0,,,7.4,78,18829,1.3,Sony Pictures,0,35,The true story of a shocking revelation and the people who lived it.
s11932,The Lincoln Lawyer,TV Show,Amazon Prime Video,Comedy,"Comedy, Talk Show",,"Noah Schnapp, Scarlett Johansson, Nicole Kidman, Will Smith",China,Mandarin,2013,2016-09-01,TV-14,2 Seasons,,2.0,16.0,8.0,80,517528,,Paramount Pictures,0,463,"When mother meets an old friend, their lives turn upside down."
s11933,The Recruit: Legacy,TV Show,Disney+,Sci-Fi,"Sci-Fi, Thriller",Steven Scorsese,"Margot Robbie, Léa Seydoux, Kim Soo-hyun, Daniel Craig",Spain,Spanish,2018,2018-08-27,TV-14,1 Season,,1.0,6.0,7.6,88,3848,,Working Title Films,2,8,A breakthrough in genetic engineering leads to unforeseen consequences.
s11934,Money Heist,TV Show,Disney+,Game Show,"Game Show, Reality TV, Crime",Jordan Nolan,"Antonio Banderas, Vicky Kaushal",India,Hindi,2019,2019-12-28,TV-14,3 Seasons,,3.0,24.0,6.6,77,8708,,Pixar,0,12,"As an old friend returning unfolds, soldier discovers a hidden truth."
s11935,In the Name of Love,Movie,Paramount+,Thriller,"Thriller, Romance",Sofia DuVernay,"Tilda Swinton, Meryl Streep, Will Smith, Léa Seydoux",Canada,English,2025,2026-06-25,PG-13,88 min,88.0,,,7.1,67,2024,12.1,Legendary Pictures,0,4,"When artist witnesses a crime, they become the target of the very government he served."
